service_id,resource,old_limit,new_limit,verdict,source_url,evidence_snippet,checked_at
render,PostgreSQL (free),"1 GB storage, expires 30 days after creation","1 GB storage, expires 30 days after creation",unchanged,https://render.com/docs/free,Free Render Postgres databases have a fixed storage capacity of 1 GB. ... expire 30 days after creation ... grace per...,2026-08-15
render,Key Value (Redis-compatible),1 free instance/workspace,1 free instance/workspace,unchanged,https://render.com/docs/free,"Only one Free Key Value instance can be active for any given workspace ... whenever an instance restarts, all of its ...",2026-08-15
render,Custom domains,2 included on Hobby workspace,2 included on Hobby workspace,unchanged,https://render.com/pricing,Custom domains | 2 included then $0.25/domain/month | 15 included | 25 included,2026-08-15
render,credit_card_required,False,False,unchanged,https://render.com/docs/free,"Hobby $0/mo + compute ... Deploy for free; docs/free: If you haven't added a payment method, Render instead suspends all",2026-08-15
resend,Emails,"3,000/month","3,000/month",unchanged,https://resend.com/pricing,"Free $0 / mo | 3,000 emails / mo",2026-08-15
resend,Daily cap,100 emails/day,100 emails/day,unchanged,https://resend.com/pricing,100 emails a day / Daily limit 100 (Free) | No limit (Pro),2026-08-15
resend,Domains,1,1,unchanged,https://resend.com/pricing,"1 domain / Custom domains 1 | 10 | 1,000",2026-08-15
resend,Marketing contacts,"1,000",,unverifiable,https://resend.com/pricing,"FAQ: marketing plans are not limited by the number of emails you can send, but only by the number of contacts you hav...",2026-08-15
resend,Automation runs,"10,000/month","10,000/month",unchanged,https://resend.com/pricing,"10,000 automation runs / Start with 10,000 Automation Runs for free",2026-08-15
resend,Retention,30-day data,30-day data,unchanged,https://resend.com/pricing,30-day data retention / Data retention 30 days,2026-08-15
resend,credit_card_required,None,None,unchanged,https://resend.com/pricing,Free $0 / mo ... Get started (card requirement not stated on pricing page),2026-08-15
sentry,Errors,"5,000/month","5,000/month",unchanged,https://sentry.io/pricing/,developer | Error Monitoring 5k errors,2026-08-15
sentry,Spans (tracing),5M/month,5M/month,unchanged,https://sentry.io/pricing/,Tracing 5M spans,2026-08-15
sentry,Replays,50/month,50/month,unchanged,https://sentry.io/pricing/,Session Replay 50 replays,2026-08-15
sentry,Cron monitors,1,1,unchanged,https://sentry.io/pricing/,Cron Monitoring 1 cron monitor (also Uptime Monitoring 1 uptime monitor; Logs 5GB; Application Metrics 5GB),2026-08-15
sentry,Attachments,1 GB,1 GB,unchanged,https://sentry.io/pricing/,Attachments 1GB,2026-08-15
sentry,Seats,1 user,1 user,unchanged,https://sentry.io/pricing/,Users 1 User (developer) | Unlimited (team),2026-08-15
sentry,Retention,30-day,30-day,unchanged,https://sentry.io/pricing/,Data retention 30-day lookback,2026-08-15
sentry,credit_card_required,None,None,unchanged,https://sentry.io/pricing/,Developer Free ... Try Sentry for Free (card requirement not stated on pricing page),2026-08-15
supabase,Database size,500 MB per project,500 MB per project,unchanged,https://supabase.com/pricing,500 MB database size | Shared CPU - 500 MB RAM,2026-08-15
supabase,File storage,1 GB,1 GB,unchanged,https://supabase.com/pricing,1 GB file storage,2026-08-15
supabase,Egress,5 GB/month,5 GB/month,unchanged,https://supabase.com/pricing,5 GB egress | 5 GB cached egress,2026-08-15
supabase,Monthly active users (Auth),"50,000 MAU","50,000 MAU",unchanged,https://supabase.com/pricing,"50,000 monthly active users / MAUs 50,000 included",2026-08-15
supabase,Edge Function invocations,"500,000/month","500,000/month",unchanged,https://supabase.com/pricing,"Edge Functions | Invocations 500,000 included",2026-08-15
supabase,Realtime concurrent connections,200 peak concurrent,200 peak concurrent,unchanged,https://supabase.com/pricing,Concurrent Peak Connections 200 included,2026-08-15
supabase,Realtime messages,"2,000,000/month","2,000,000/month",unchanged,https://supabase.com/pricing,Messages Per Month 2 Million included,2026-08-15
supabase,Active projects,2 active projects,2 active projects,unchanged,https://supabase.com/pricing,Free projects are paused after 1 week of inactivity. Limit of 2 active projects.,2026-08-15
supabase,credit_card_required,False,False,unchanged,https://supabase.com/pricing,Free $0 / month | Start for Free (Free plan needs no billing; billing FAQ discusses cards only for paid plans),2026-08-15
tigris,Storage,5 GB standard/month,5 GB standard/month,unchanged,https://www.tigrisdata.com/pricing/,5 GB of data storage (standard tier) per month,2026-08-15
tigris,Class A ops,"10,000 PUT/COPY/POST/LIST per month","10,000 PUT/COPY/POST/LIST per month",unchanged,https://www.tigrisdata.com/pricing/,"10,000 PUT, COPY, POST, LIST requests per month",2026-08-15
tigris,Class B ops,"100,000 GET/other per month","100,000 GET/other per month",unchanged,https://www.tigrisdata.com/pricing/,"100,000 GET, SELECT, and all other requests per month",2026-08-15
tigris,Egress,Free,Free,unchanged,https://www.tigrisdata.com/pricing/,Zero egress fees ... we don't charge for ... data transfer out to the internet (egress),2026-08-15
tigris,credit_card_required,None,None,unchanged,https://www.tigrisdata.com/pricing/,Free Tier | We offer a free tier as follows (card requirement not stated on pricing page),2026-08-15
trigger-dev,Credits,$5/month free,$5/month free,unchanged,https://trigger.dev/pricing,"Free $0/month | $5 / month free credits; FAQ: On the Free plan, you'll need to upgrade to keep running tasks once the...",2026-08-15
trigger-dev,Concurrency,20 concurrent runs,20 concurrent runs,unchanged,https://trigger.dev/pricing,20 concurrent runs,2026-08-15
trigger-dev,Team members,5,5,unchanged,https://trigger.dev/pricing,5 team members,2026-08-15
trigger-dev,Schedules,10,10,unchanged,https://trigger.dev/pricing,10 schedules,2026-08-15
trigger-dev,Retention,1-day logs,1-day logs,unchanged,https://trigger.dev/pricing,1 day log retention | 1 day query period,2026-08-15
trigger-dev,credit_card_required,None,None,unchanged,https://trigger.dev/pricing,Free $0/month | Get started (card requirement not stated on pricing page),2026-08-15
turso,Databases,100 databases,100 databases,unchanged,https://turso.tech/pricing,Databases | Free 100 | Developer Unlimited,2026-08-15
turso,Storage,5 GB total,5 GB total,unchanged,https://turso.tech/pricing,Storage | Free 5GB | Developer 9GB + $0.75 / GB,2026-08-15
turso,Rows read,"500,000,000 rows/month","500,000,000 rows/month",unchanged,https://turso.tech/pricing,Monthly Rows Read | Free 500 Million,2026-08-15
turso,Rows written,"10,000,000 rows/month","10,000,000 rows/month",unchanged,https://turso.tech/pricing,Monthly Rows Written | Free 10 Million,2026-08-15
turso,Syncs,3 GB/month,3 GB/month,unchanged,https://turso.tech/pricing,Monthly Syncs | Free 3GB,2026-08-15
turso,Point-in-time restore,1 day retention,1 day retention,unchanged,https://turso.tech/pricing,Point-In-Time Restore | Free 1 day,2026-08-15
turso,credit_card_required,False,False,unchanged,https://turso.tech/pricing,"Start free today, no credit card required.",2026-08-15
upstash,Commands,"500,000 commands/month","500,000 commands/month",unchanged,https://upstash.com/pricing/redis,"Free $0 | Monthly Commands 500K | Max commands per second 10,000; FAQ: Free tier includes 256MB data size and 500K co...",2026-08-15
upstash,Data size,256 MB,256 MB,unchanged,https://upstash.com/pricing/redis,Data Size 256 MB,2026-08-15
upstash,Bandwidth,10 GB/month,10 GB/month,unchanged,https://upstash.com/pricing/redis,Monthly Bandwidth 10 GB / Max monthly bandwidth 10 GB,2026-08-15
upstash,Databases,1 free database,1 free database,unchanged,https://upstash.com/pricing/redis,1 Free DB / Max Databases 1 | 100 | 100,2026-08-15
upstash,credit_card_required,False,False,unchanged,https://upstash.com/pricing/redis,"FAQ: Once you enter your credit card, your database will be upgraded to the pay-as-you-go plan and limits will be update",2026-08-15
vercel,Fast Data Transfer (bandwidth),100 GB/month,100 GB/month,unchanged,https://vercel.com/pricing,Fast Data Transfer | 100 GB / month included (Hobby) | 1TB / month included (Pro),2026-08-15
vercel,Function Invocations,"1,000,000/month","1,000,000/month",unchanged,https://vercel.com/docs/plans/hobby,"Function Invocations | First 1,000,000",2026-08-15
vercel,Functions Active CPU,4 CPU-hours/month,4 CPU-hours/month,unchanged,https://vercel.com/docs/plans/hobby,Active CPU | 4 CPU-hrs,2026-08-15
vercel,Functions Provisioned Memory,360 GB-hrs/month,360 GB-hrs/month,unchanged,https://vercel.com/docs/plans/hobby,Provisioned Memory | 360 GB-hrs,2026-08-15
vercel,Edge Requests,"1,000,000/month","1,000,000/month",unchanged,https://vercel.com/docs/plans/hobby,"Edge Requests | Up to 1,000,000 requests (Hobby)",2026-08-15
vercel,Function max duration,300 seconds (5 min),300 seconds (5 min),unchanged,https://vercel.com/docs/plans/hobby,Vercel Function maximum duration | 300s (5 minutes),2026-08-15
vercel,Deployments,100/day,100/day,unchanged,https://vercel.com/docs/plans/hobby,"Deployments per day | 100 | 6,000",2026-08-15
vercel,Projects,200,200,unchanged,https://vercel.com/docs/plans/hobby,Projects | 200 | Unlimited,2026-08-15
vercel,Image Transformations,"5,000/month","5,000/month",unchanged,https://vercel.com/docs/plans/hobby,"Image Transformations First 5,000 | Image Cache Reads First 300,000 | Image Cache Writes First 100,000",2026-08-15
vercel,Blob Storage,1 GB/month,1 GB/month,unchanged,https://vercel.com/pricing,Blob | Storage Size 1 GB / month included | Simple Operations 10K | Advanced Operations 2K | Blob Data Transfer 10 GB...,2026-08-15
vercel,Fast Origin Transfer,10 GB/month,10 GB/month,unchanged,https://vercel.com/pricing,Fast Origin Transfer | 10 GB / month included,2026-08-15
vercel,ISR Reads,"1,000,000/month","1,000,000/month",unchanged,https://vercel.com/pricing,ISR Reads | 1M / month included,2026-08-15
vercel,Edge Config Reads,"100,000/month","100,000/month",unchanged,https://vercel.com/docs/plans/hobby,"Global Config Reads | First 100,000 | Global Config Writes | First 100",2026-08-15
vercel,Web Analytics Events,"50,000/month","50,000/month",unchanged,https://vercel.com/docs/plans/hobby,"Web Analytics Events | 50,000 events / month included; Analytics | 50,000 included Events 1 month of data",2026-08-15
vercel,Speed Insights,"10,000 events/month, 1 project","10,000 events/month, 1 project",unchanged,https://vercel.com/docs/plans/hobby,"Speed Insights Events First 10,000 events | Speed Insights Projects 1 Project",2026-08-15
vercel,Sandbox Active CPU,5 hours/month,5 hours/month,unchanged,https://vercel.com/pricing,Vercel Sandbox | Active CPU 5 hours / month included | Provisioned Memory 420 GB-hrs / month included,2026-08-15
vercel,Domains per project,50,50,unchanged,https://vercel.com/docs/plans/hobby,Domains per project | 50 | Unlimited,2026-08-15
vercel,Build machine,"2 vCPUs, 8 GB memory, 32 GB disk","2 vCPUs, 8 GB memory, 32 GB disk",unchanged,https://vercel.com/docs/plans/hobby,Build vCPUs 2 | Build memory (GB) 8 | Build disk size 32 GB,2026-08-15
vercel,Runtime Logs,1 hour retention,1 hour retention,unchanged,https://vercel.com/docs/plans/hobby,Runtime Logs | 1 hour of logs | 1 day of logs,2026-08-15
vercel,Workflow Events,"50,000/month","50,000/month",unchanged,https://vercel.com/docs/plans/hobby,"Workflow Events 50,000 events / month included | Workflow Data Written 1 GB",2026-08-15
vercel,credit_card_required,None,None,unchanged,https://vercel.com/docs/plans/hobby,The Hobby plan is free ... As the Hobby plan is a free tier there are no billing cycles (card requirement still not stat,2026-08-15
weaviate,Memory,1 GB,1 GB,unchanged,https://weaviate.io/pricing,"100,000 objects - 1 GB memory - 10 GB disk.",2026-08-15
weaviate,Disk,10 GB,10 GB,unchanged,https://weaviate.io/pricing,"100,000 objects - 1 GB memory - 10 GB disk.",2026-08-15
weaviate,Objects,"100,000 max","100,000 max",unchanged,https://weaviate.io/pricing,"100,000 objects ... Always free - 1 cluster per user",2026-08-15
weaviate,Collections,"1 collection, up to 3 tenants","1 collection, up to 3 tenants",unchanged,https://weaviate.io/pricing,"1 collection, up to 3 tenants.",2026-08-15
weaviate,Embeddings,"2,000 requests/day","2,000 requests/day",unchanged,https://weaviate.io/pricing,"Embeddings (2,000 req/day) + Query Agent (1,000 req/mo).",2026-08-15
weaviate,Query Agent,"1,000 requests/month","1,000 requests/month",unchanged,https://weaviate.io/pricing,"Query Agent | Free to try - 1,000 requests / month",2026-08-15
weaviate,credit_card_required,False,False,unchanged,https://weaviate.io/pricing,Always free | Free | No credit card required,2026-08-15
